Sample	Type	Genomic Location (hg19)	P-value (ChIPseeqer)	Score (ChIPseeqer)	Peak Width	RefSeq ID	Entrez ID	Gene Symbol	Relative To Gene (prom=-2.0/+1.0kb)	TSS Distance	Closest RefSeq ID	Closest Entrez ID	Closest Gene Symbol	Relative To Closest Gene (prom=-2.0/+1.0kb)	TSS Closest Distance	Closest End RefSeq ID	Closest End Entrez ID	Closest End Gene Symbol	Relative To Closest Gene End (prom=-2.0/+1.0kb)	End Closest Distance	#1 Closest RefSeq ID	#1 Closest Entrez ID	#1 Closest Gene Symbol	#1 TSS Closest Distance	#2 Closest RefSeq ID	#2 Closest Entrez ID	#2 Closest Gene Symbol	#2 TSS Closest Distance	#3 Closest RefSeq ID	#3 Closest Entrez ID	#3 Closest Gene Symbol	#3 TSS Closest Distance	#4 Closest RefSeq ID	#4 Closest Entrez ID	#4 Closest Gene Symbol	#4 TSS Closest Distance	#5 Closest RefSeq ID	#5 Closest Entrez ID	#5 Closest Gene Symbol	#5 TSS Closest Distance	miR Symbol	Relative To miR	miR Start Closest Distance	miR Start Distance	Centromere/Telomere	Simple Tandem Repeats	ENCODE blacklist	Giulia blacklist	TAD domains	Genes in same TAD domain	Gene in TAD	Closest gene in TAD	Overlaps TSS	Peaks per gene	Genomic Location	ENCODE blacklist GRCh38	Peaks Per Gene	Peak Relative To Gene (prom=-2/+1kb)	Peak TSS Distance	Peak Relative To Closest Gene (prom=-2/+1kb)	Peak TSS Closest Distance	Peak Relative To Closest Gene End (prom=-2/+1kb)	Peak End Closest Distance	Peak Relative To miR	Peak miR Start Closest Distance	Peak miR Start Distance
LY10-H3K27ACAM_Lib-6_LE052	ACAM	chr3:187462800-187463712	-46.3542	40.1525	913	NM_001706	604	BCL6	promoter,exonic	257	NM_001706	604	BCL6	promoter,exonic	257.0	NR_036497	339929	LPP-AS2	intergenic	408620.0	NM_001706	604.0	BCL6	257.0	NM_001004312	344892.0	RTP2	-42911.0	NR_034062	100131635.0	LOC100131635	43102.0	NM_001048	6750.0	SST	-75055.0	NM_022147	64108.0	RTP4	377088.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	5.0												
SUDHL10-H3K27ACAM_Lib-5_LE045	ACAM	chr3:187457553-187457747	-18.5726	17.8956	195	NM_001706	604	BCL6	intronic	5863	NM_001706	604	BCL6	intronic	5863.0	NR_036497	339929	LPP-AS2	intergenic	414226.0	NM_001706	604.0	BCL6	5863.0	NM_001004312	344892.0	RTP2	-37305.0	NR_034062	100131635.0	LOC100131635	37496.0	NM_001048	6750.0	SST	-69449.0	NM_022147	64108.0	RTP4	371482.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		4.0												
SUDHL10-H3K27ACAM_Lib-5_LE045	ACAM	chr3:187457973-187463086	-102.1538	71.5649	5114	NM_001706	604	BCL6	intronic	2984	NM_001706	604	BCL6	intronic	2984.0	NR_036497	339929	LPP-AS2	intergenic	411347.0	NM_001706	604.0	BCL6	2984.0	NM_001004312	344892.0	RTP2	-40184.0	NR_034062	100131635.0	LOC100131635	40375.0	NM_001048	6750.0	SST	-72328.0	NM_022147	64108.0	RTP4	374361.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		4.0												
SUDHL10-H3K27ACAM_Lib-5_LE045	ACAM	chr3:187463278-187463476	-29.9468	25.2372	199	NM_001706	604	BCL6	promoter,exonic	136	NM_001706	604	BCL6	promoter,exonic	136.0	NR_036497	339929	LPP-AS2	intergenic	408499.0	NM_001706	604.0	BCL6	136.0	NM_001004312	344892.0	RTP2	-43032.0	NR_034062	100131635.0	LOC100131635	43223.0	NM_001048	6750.0	SST	-75176.0	NM_022147	64108.0	RTP4	377209.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		4.0												
SUDHL10-H3K27ACAM_Lib-5_LE045	ACAM	chr3:187463671-187464242	-37.834	32.5157	572	NM_001706	604	BCL6	promoter	-443	NM_001706	604	BCL6	promoter	-443.0	NR_036497	339929	LPP-AS2	intergenic	407920.0	NM_001706	604.0	BCL6	-443.0	NM_001004312	344892.0	RTP2	-43611.0	NR_034062	100131635.0	LOC100131635	43802.0	NM_001048	6750.0	SST	-75755.0	NM_022147	64108.0	RTP4	377788.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		4.0												
SUDHL10-H3K27ACAM_Lib-5_LE045	ACAM	chr3:187464436-187468255	-84.7372	61.6671	3820						NM_001706	604	BCL6	intergenic	-2832.0	NR_036497	339929	LPP-AS2	intergenic	405531.0	NM_001706	604.0	BCL6	-2832.0	NM_001004312	344892.0	RTP2	-46000.0	NR_034062	100131635.0	LOC100131635	46191.0	NM_001048	6750.0	SST	-78144.0	NM_022147	64108.0	RTP4	380177.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		0.0												
U2932-H3K27ACDiag_Lib-6_LE057	Diag	chr3:187452440-187452774	-20.1633	22.7288	335	NM_001134738	604	BCL6	promoter,intronic	88	NM_001134738	604	BCL6	promoter,intronic	88.0	NR_036497	339929	LPP-AS2	intergenic	419269.0	NM_001134738	604.0	BCL6	88.0	NM_001004312	344892.0	RTP2	-32262.0	NR_034062	100131635.0	LOC100131635	32453.0	NM_001048	6750.0	SST	-64406.0	NM_022147	64108.0	RTP4	366439.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	5.0												
U2932-H3K27ACDiag_Lib-6_LE057	Diag	chr3:187453330-187454396	-26.1432	26.1514	1067	NM_001130845	604	BCL6	promoter,intronic	422	NM_001134738	604	BCL6	promoter	-1168.0	NR_036497	339929	LPP-AS2	intergenic	418013.0	NM_001134738	604.0	BCL6	-1168.0	NM_001004312	344892.0	RTP2	-33518.0	NR_034062	100131635.0	LOC100131635	33709.0	NM_001048	6750.0	SST	-65662.0	NM_022147	64108.0	RTP4	367695.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	5.0												
U2932-H3K27ACDiag_Lib-6_LE057	Diag	chr3:187454674-187454997	-38.4957	34.7264	324	NM_001130845	604	BCL6	promoter	-550	NM_001706	604	BCL6	intronic	8678.0	NR_036497	339929	LPP-AS2	intergenic	417041.0	NM_001706	604.0	BCL6	8678.0	NM_001004312	344892.0	RTP2	-34490.0	NR_034062	100131635.0	LOC100131635	34681.0	NM_001048	6750.0	SST	-66634.0	NM_022147	64108.0	RTP4	368667.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		5.0												
U2932-H3K27ACDiag_Lib-6_LE057	Diag	chr3:187455157-187455473	-53.703	45.4759	317	NM_001130845	604	BCL6	promoter	-1030	NM_001706	604	BCL6	intronic	8198.0	NR_036497	339929	LPP-AS2	intergenic	416561.0	NM_001706	604.0	BCL6	8198.0	NM_001004312	344892.0	RTP2	-34970.0	NR_034062	100131635.0	LOC100131635	35161.0	NM_001048	6750.0	SST	-67114.0	NM_022147	64108.0	RTP4	369147.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		5.0												
U2932-H3K27ACDiag_Lib-6_LE057	Diag	chr3:187455584-187464227	-147.8029	100.8468	8644	NM_001706	604	BCL6	intronic	3608	NM_001706	604	BCL6	intronic	3608.0	NR_036497	339929	LPP-AS2	intergenic	411971.0	NM_001706	604.0	BCL6	3608.0	NM_001004312	344892.0	RTP2	-39560.0	NR_034062	100131635.0	LOC100131635	39751.0	NM_001048	6750.0	SST	-71704.0	NM_022147	64108.0	RTP4	373737.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	5.0												
U2932-H3K27ACDiag_Lib-6_LE057	Diag	chr3:187464419-187469131	-126.639	90.6236	4713						NM_001706	604	BCL6	intergenic	-3262.0	NR_036497	339929	LPP-AS2	intergenic	405101.0	NM_001706	604.0	BCL6	-3262.0	NM_001004312	344892.0	RTP2	-46430.0	NR_034062	100131635.0	LOC100131635	46621.0	NM_001048	6750.0	SST	-78574.0	NM_022147	64108.0	RTP4	380607.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		0.0												
U2932-H3K27ACDiag_Lib-6_LE057	Diag	chr3:187469382-187469551	-16.2645	19.7754	170						NM_001706	604	BCL6	intergenic	-5953.0	NR_036497	339929	LPP-AS2	intergenic	402410.0	NM_001706	604.0	BCL6	-5953.0	NM_001004312	344892.0	RTP2	-49121.0	NR_034062	100131635.0	LOC100131635	49312.0	NM_001048	6750.0	SST	-81265.0	NM_022147	64108.0	RTP4	383298.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		0.0												
NU-DHL1-H3K27ACAM_Lib-2_LE015	ACAM		-25.6947	27.5525	550						NR_146716.2	105374261	LINC02041	intergenic	11329.0	NR_146716.2	105374261	LINC02041	intergenic	11329.0					NR_146716.2	105374261.0	LINC02041	11329.0	NM_022147.3	64108.0	RTP4	89990.0	NR_033519.2	5648.0	MASP1	-166638.0	NR_135551.1	101929130.0	LOC101929130	167103.0									chr3:187282213-187682212	LINC02041;MASP1;RTP4;SST	0.0	1.0			chr3:187458101-187458650		0.0									
NU-DHL1-H3K27ACAM_Lib-2_LE015	ACAM		-33.046	32.6755	796						NR_146716.2	105374261	LINC02041	intergenic	12301.0	NR_146716.2	105374261	LINC02041	intergenic	12301.0					NR_146716.2	105374261.0	LINC02041	12301.0	NM_022147.3	64108.0	RTP4	90962.0	NR_033519.2	5648.0	MASP1	-167610.0	NR_135551.1	101929130.0	LOC101929130	168075.0									chr3:187282213-187682212	LINC02041;MASP1;RTP4;SST	0.0	1.0			chr3:187458950-187459745		0.0									
NU-DHL1-H3K27ACAM_Lib-2_LE015	ACAM		-40.0769	36.5988	1243						NR_146716.2	105374261	LINC02041	intergenic	15861.0	NR_146716.2	105374261	LINC02041	intergenic	15861.0					NR_146716.2	105374261.0	LINC02041	15861.0	NM_022147.3	64108.0	RTP4	94522.0	NR_033519.2	5648.0	MASP1	-171170.0	NR_135551.1	101929130.0	LOC101929130	171635.0									chr3:187282213-187682212	LINC02041;MASP1;RTP4;SST	0.0	1.0			chr3:187462286-187463528		0.0									
HT-H3K27ACAM_Lib-1_LE001	ACAM	chr3:187448317-187449065	-23.8637	24.6327	749	NR_034062;NM_001134738	100131635;604	LOC100131635;BCL6	intronic;intronic	28537;4004	NM_001134738	604	BCL6	intronic	4004.0	NM_001130845	604	BCL6	intronic	5594.0	NM_001134738	604.0	BCL6	4004.0	NM_001004312	344892.0	RTP2	-28346.0	NR_034062	100131635.0	LOC100131635	28537.0	NM_001048	6750.0	SST	-60490.0	NM_022147	64108.0	RTP4	362523.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		6.0												
HT-H3K27ACAM_Lib-1_LE001	ACAM	chr3:187450346-187450493	-16.3276	20.1298	148	NM_001134738	604	BCL6	intronic	2276	NM_001134738	604	BCL6	intronic	2276.0	NR_036497	339929	LPP-AS2	intergenic	421457.0	NM_001134738	604.0	BCL6	2276.0	NM_001004312	344892.0	RTP2	-30074.0	NR_034062	100131635.0	LOC100131635	30265.0	NM_001048	6750.0	SST	-62218.0	NM_022147	64108.0	RTP4	364251.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		6.0												
HT-H3K27ACAM_Lib-1_LE001	ACAM	chr3:187452377-187452856	-21.6825	23.0192	480	NM_001134738	604	BCL6	promoter,intronic	79	NM_001134738	604	BCL6	promoter,intronic	79.0	NR_036497	339929	LPP-AS2	intergenic	419260.0	NM_001134738	604.0	BCL6	79.0	NM_001004312	344892.0	RTP2	-32271.0	NR_034062	100131635.0	LOC100131635	32462.0	NM_001048	6750.0	SST	-64415.0	NM_022147	64108.0	RTP4	366448.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	6.0												
HT-H3K27ACAM_Lib-1_LE001	ACAM	chr3:187453121-187454415	-34.4759	30.1476	1295	NM_001130845	604	BCL6	promoter,intronic	517	NM_001134738	604	BCL6	promoter	-1073.0	NR_036497	339929	LPP-AS2	intergenic	418108.0	NM_001134738	604.0	BCL6	-1073.0	NM_001004312	344892.0	RTP2	-33423.0	NR_034062	100131635.0	LOC100131635	33614.0	NM_001048	6750.0	SST	-65567.0	NM_022147	64108.0	RTP4	367600.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	6.0												
HT-H3K27ACAM_Lib-1_LE001	ACAM	chr3:187454707-187454945	-29.9003	25.8533	239	NM_001130845	604	BCL6	promoter	-541	NM_001706	604	BCL6	intronic	8687.0	NR_036497	339929	LPP-AS2	intergenic	417050.0	NM_001706	604.0	BCL6	8687.0	NM_001004312	344892.0	RTP2	-34481.0	NR_034062	100131635.0	LOC100131635	34672.0	NM_001048	6750.0	SST	-66625.0	NM_022147	64108.0	RTP4	368658.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		6.0												
HT-H3K27ACAM_Lib-1_LE001	ACAM	chr3:187455176-187464162	-208.13	126.8506	8987	NM_001706	604	BCL6	intronic	3844	NM_001706	604	BCL6	intronic	3844.0	NR_036497	339929	LPP-AS2	intergenic	412207.0	NM_001706	604.0	BCL6	3844.0	NM_001004312	344892.0	RTP2	-39324.0	NR_034062	100131635.0	LOC100131635	39515.0	NM_001048	6750.0	SST	-71468.0	NM_022147	64108.0	RTP4	373501.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	6.0												
HT-H3K27ACAM_Lib-1_LE001	ACAM	chr3:187464405-187469155	-172.2185	110.3776	4751						NM_001706	604	BCL6	intergenic	-3267.0	NR_036497	339929	LPP-AS2	intergenic	405096.0	NM_001706	604.0	BCL6	-3267.0	NM_001004312	344892.0	RTP2	-46435.0	NR_034062	100131635.0	LOC100131635	46626.0	NM_001048	6750.0	SST	-78579.0	NM_022147	64108.0	RTP4	380612.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		0.0												
HT-H3K27ACAM_Lib-1_LE001	ACAM	chr3:187469361-187469772	-20.1214	21.6126	412						NM_001706	604	BCL6	intergenic	-6053.0	NR_036497	339929	LPP-AS2	intergenic	402310.0	NM_001706	604.0	BCL6	-6053.0	NM_001004312	344892.0	RTP2	-49221.0	NR_034062	100131635.0	LOC100131635	49412.0	NM_001048	6750.0	SST	-81365.0	NM_022147	64108.0	RTP4	383398.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		0.0												
LY1_H3K27ACDiag_EP002	Diag	chr3:187452427-187452804	-20.1837	21.2288	378	NM_001134738	604	BCL6	promoter,intronic	80	NM_001134738	604	BCL6	promoter,intronic	80.0	NR_036497	339929	LPP-AS2	intergenic	419261.0	NM_001134738	604.0	BCL6	80.0	NM_001004312	344892.0	RTP2	-32270.0	NR_034062	100131635.0	LOC100131635	32461.0	NM_001048	6750.0	SST	-64414.0	NM_022147	64108.0	RTP4	366447.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	5.0												
LY1_H3K27ACDiag_EP002	Diag	chr3:187452945-187453140	-17.5218	20.0556	196	NM_001134738	604	BCL6	promoter	-347	NM_001134738	604	BCL6	promoter	-347.0	NR_036497	339929	LPP-AS2	intergenic	418834.0	NM_001134738	604.0	BCL6	-347.0	NM_001004312	344892.0	RTP2	-32697.0	NR_034062	100131635.0	LOC100131635	32888.0	NM_001048	6750.0	SST	-64841.0	NM_022147	64108.0	RTP4	366874.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		5.0												
LY1_H3K27ACDiag_EP002	Diag	chr3:187453623-187454984	-24.6334	25.2916	1362	NM_001130845	604	BCL6	promoter	-18	NM_001706	604	BCL6	intronic	9210.0	NR_036497	339929	LPP-AS2	intergenic	417573.0	NM_001706	604.0	BCL6	9210.0	NM_001004312	344892.0	RTP2	-33958.0	NR_034062	100131635.0	LOC100131635	34149.0	NM_001048	6750.0	SST	-66102.0	NM_022147	64108.0	RTP4	368135.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	5.0												
LY1_H3K27ACDiag_EP002	Diag	chr3:187455206-187455476	-44.785	39.334	271	NM_001130845	604	BCL6	promoter	-1056	NM_001706	604	BCL6	intronic	8172.0	NR_036497	339929	LPP-AS2	intergenic	416535.0	NM_001706	604.0	BCL6	8172.0	NM_001004312	344892.0	RTP2	-34996.0	NR_034062	100131635.0	LOC100131635	35187.0	NM_001048	6750.0	SST	-67140.0	NM_022147	64108.0	RTP4	369173.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		5.0												
LY1_H3K27ACDiag_EP002	Diag	chr3:187455611-187462277	-106.0213	76.098	6667	NM_001706	604	BCL6	intronic	4569	NM_001706	604	BCL6	intronic	4569.0	NR_036497	339929	LPP-AS2	intergenic	412932.0	NM_001706	604.0	BCL6	4569.0	NM_001004312	344892.0	RTP2	-38599.0	NR_034062	100131635.0	LOC100131635	38790.0	NM_001048	6750.0	SST	-70743.0	NM_022147	64108.0	RTP4	372776.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		5.0												
LY1_H3K27ACDiag_EP002	Diag	chr3:187463189-187469036	-124.3645	86.7619	5848						NM_001706	604	BCL6	intergenic	-2599.0	NR_036497	339929	LPP-AS2	intergenic	405764.0	NM_001706	604.0	BCL6	-2599.0	NM_001004312	344892.0	RTP2	-45767.0	NR_034062	100131635.0	LOC100131635	45958.0	NM_001048	6750.0	SST	-77911.0	NM_022147	64108.0	RTP4	379944.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0	BCL6	0.0												
BJAB-H3K27ACAM_Lib-5_LE038	ACAM	chr3:187437540-187437651	-16.2253	17.8326	112	NR_034062	100131635	LOC100131635	intronic	17441	NM_001134738	604	BCL6	intergenic	15100.0	NM_001130845	604	BCL6	intergenic	16690.0	NM_001134738	604.0	BCL6	15100.0	NM_001004312	344892.0	RTP2	-17250.0	NR_034062	100131635.0	LOC100131635	17441.0	NM_001048	6750.0	SST	-49394.0	NM_022147	64108.0	RTP4	351427.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		3.0												
BJAB-H3K27ACAM_Lib-5_LE038	ACAM	chr3:187437886-187438043	-19.7255	20.1729	158	NR_034062	100131635	LOC100131635	intronic	17810	NM_001134738	604	BCL6	intergenic	14731.0	NM_001130845	604	BCL6	intergenic	16321.0	NM_001134738	604.0	BCL6	14731.0	NM_001004312	344892.0	RTP2	-17619.0	NR_034062	100131635.0	LOC100131635	17810.0	NM_001048	6750.0	SST	-49763.0	NM_022147	64108.0	RTP4	351796.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		3.0												
BJAB-H3K27ACAM_Lib-5_LE038	ACAM	chr3:187448672-187449039	-21.4443	23.902	368	NR_034062;NM_001134738	100131635;604	LOC100131635;BCL6	intronic;intronic	28701;3840	NM_001134738	604	BCL6	intronic	3840.0	NM_001130845	604	BCL6	intronic	5430.0	NM_001134738	604.0	BCL6	3840.0	NM_001004312	344892.0	RTP2	-28510.0	NR_034062	100131635.0	LOC100131635	28701.0	NM_001048	6750.0	SST	-60654.0	NM_022147	64108.0	RTP4	362687.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		4.0												
BJAB-H3K27ACAM_Lib-5_LE038	ACAM	chr3:187452683-187452852	-17.1007	21.44	170	NM_001134738	604	BCL6	promoter	-72	NM_001134738	604	BCL6	promoter	-72.0	NR_036497	339929	LPP-AS2	intergenic	419109.0	NM_001134738	604.0	BCL6	-72.0	NM_001004312	344892.0	RTP2	-32422.0	NR_034062	100131635.0	LOC100131635	32613.0	NM_001048	6750.0	SST	-64566.0	NM_022147	64108.0	RTP4	366599.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	4.0												
BJAB-H3K27ACAM_Lib-5_LE038	ACAM	chr3:187453345-187455033	-58.8346	47.6265	1689	NM_001130845	604	BCL6	promoter,exonic	96	NM_001134738	604	BCL6	promoter	-1494.0	NR_036497	339929	LPP-AS2	intergenic	417687.0	NM_001134738	604.0	BCL6	-1494.0	NM_001004312	344892.0	RTP2	-33844.0	NR_034062	100131635.0	LOC100131635	34035.0	NM_001048	6750.0	SST	-65988.0	NM_022147	64108.0	RTP4	368021.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	4.0												
